Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP21,OUT045,3834.8748399999995
FDE40,OUT035,1253.30192
FDE05,OUT035,2366.98558
FDM13,OUT027,3548.1813599999996
FDC34,OUT027,3993.9344599999995
NCI55,OUT018,1862.04286
NCE43,OUT018,1910.24678
FDW58,OUT018,1364.69026
FDG60,OUT045,3004.7553999999996
FDV31,OUT017,2377.83812
FDR47,OUT013,3026.99312
FDM60,OUT019,66.71315999999999
NCF06,OUT018,3628.3436800000004
NCN26,OUT027,3013.94344
FDQ59,OUT049,1338.45774
FDF09,OUT046,613.1352199999999
NCS06,OUT017,4223.70204
FDT44,OUT046,1911.24548
FDI19,OUT017,4454.46832
FDT22,OUT017,789.2393199999999
NCF54,OUT027,4064.8421599999992
DRG25,OUT045,2345.8131399999997
FDB59,OUT017,2566.3261
FDQ37,OUT017,4793.76
FDP56,OUT035,713.0718
FDW44,OUT035,2271.4432800000004
FDJ26,OUT010,569.79164
FDU43,OUT018,2569.5885200000002
FDW33,OUT045,1456.1711799999998
NCX53,OUT027,4001.1251
FDN56,OUT010,422.84958000000006
DRF15,OUT049,2016.3753000000002
FDO33,OUT017,1968.9703399999999
FDZ39,OUT010,194.81307999999999
NCJ19,OUT017,937.04692
FDU01,OUT035,3460.5620800000006
FDT12,OUT035,4539.624140000001
NCM18,OUT018,1008.62042
FDP19,OUT017,2855.4830399999996
NCR42,OUT049,533.6387000000001
FDN10,OUT046,1692.3970200000003
FDG44,OUT017,695.3615199999998
FDQ10,OUT046,3521.7491
DRH13,OUT049,1136.32086
FDT52,OUT013,3734.07272
FDM56,OUT045,2019.4379800000002
NCO43,OUT010,181.36391999999998
NCV29,OUT035,3110.2846999999997
NCF06,OUT013,4508.73102
FDO50,OUT035,1303.1703400000001
FDT59,OUT013,4006.3849200000013
FDX40,OUT027,848.2292
FDE50,OUT017,3509.9644399999997
FDX51,OUT017,2344.54812
NCD30,OUT018,1189.05222
FDK15,OUT013,1443.85388
FDL12,OUT045,1589.3977600000003
FDK46,OUT017,4944.696860000001
DRH49,OUT010,173.84038000000004
FDQ57,OUT046,2237.7538
FDY59,OUT017,1521.48616
FDO09,OUT018,4413.2553
NCG30,OUT035,1799.72398
FDM09,OUT017,2620.8551199999993
NCN17,OUT027,1755.0488
NCS42,OUT013,889.1759
FDD02,OUT019,196.47758
FDE34,OUT013,3874.2236199999998
FDU38,OUT045,2653.81222
FDB33,OUT046,3339.8525400000008
NCJ29,OUT017,1310.9601999999998
FDZ27,OUT035,605.6116800000001
FDI40,OUT013,1341.5869999999998
FDG22,OUT013,713.3381200000001
FDT51,OUT017,1888.1422200000002
FDF20,OUT018,2674.8514999999998
FDV50,OUT035,1577.01388
FDT02,OUT049,674.3222400000001
DRC49,OUT017,2450.27716
FDF26,OUT049,2188.88408
FDV52,OUT035,2663.5329
FDX59,OUT049,469.45557999999994
FDV25,OUT035,5057.683119999999
FDW23,OUT027,936.1813799999998
FDE53,OUT018,1021.27062
FDA19,OUT017,2059.38598
FDH22,OUT046,2687.30196
NCO41,OUT013,1525.94702
FDX12,OUT017,5152.359879999999
FDF17,OUT013,2548.3495
FDS11,OUT045,4184.35326
FDR51,OUT035,2793.0310000000004
FDT49,OUT010,126.76831999999999
FDC56,OUT013,1921.2990599999998
FDR13,OUT027,2080.49184
FDQ60,OUT035,2746.4915800000003
FDN38,OUT049,4039.87466
NCL29,OUT013,2928.8541999999993
FDO13,OUT027,3994.0676200000003
FDE26,OUT018,2121.9711800000005
FDA31,OUT010,384.96556000000004
FDX14,OUT035,1337.1927200000002
FDA34,OUT045,3043.63812
FDF26,OUT013,2417.25348
FDE38,OUT045,2346.34578
DRI11,OUT046,2325.5728200000003
FDQ60,OUT027,3044.8365600000006
FDL21,OUT027,1094.84152
DRC12,OUT027,3687.9993600000007
FDC47,OUT046,3662.299479999999
FDE57,OUT045,2235.7564
FDT14,OUT045,1999.26424
NCZ53,OUT046,4118.83854
FDE28,OUT018,4217.57668
FDR19,OUT035,2478.7734
NCF54,OUT019,489.09668
FDZ08,OUT046,1523.0175
NCJ05,OUT018,2309.7267799999995
FDF59,OUT046,1414.6918400000002
NCO05,OUT035,1727.9507399999998
FDW24,OUT018,508.40487999999993
NCX42,OUT018,2408.66466
NCA53,OUT035,793.8333400000001
FDI45,OUT019,424.04802
FDG46,OUT046,2772.3246200000003
FDM20,OUT010,686.5729600000001
FDW11,OUT010,141.54908
FDX08,OUT035,2497.2160599999997
NCK17,OUT035,618.1953
FDK32,OUT018,2426.5081
NCA42,OUT035,2889.7051599999995
DRI01,OUT035,3398.7758400000007
NCL55,OUT049,4806.47678
DRE25,OUT018,1643.3275600000002
FDD14,OUT017,2506.4040999999997
FDB10,OUT046,4139.811240000001
DRN11,OUT035,2445.88288
FDP38,OUT018,420.78560000000004
NCA30,OUT017,3296.30922
FDT15,OUT017,3696.58818
NCP55,OUT018,644.29466
FDF12,OUT035,2518.92114
FDM21,OUT018,4518.31854
FDX56,OUT035,3602.8435399999994
FDF10,OUT017,2327.9697000000006
FDT32,OUT045,2141.2128000000002
FDM51,OUT018,1075.33358
NCR50,OUT018,2722.6559399999996
FDI19,OUT049,4535.163280000001
FDX21,OUT017,2018.43928
FDR31,OUT035,2767.79718
FDY02,OUT013,3223.6038599999997
NCA29,OUT045,3247.50608
NCX17,OUT046,2756.81148
FDM12,OUT045,2821.26092
FDI53,OUT027,3208.62336
NCU30,OUT049,2896.42974
FDC56,OUT027,3553.4411800000003
FDK27,OUT018,1846.1302399999997
NCK18,OUT017,3030.8547599999997
FDB52,OUT019,556.9417
DRG25,OUT027,5338.517559999999
FDZ13,OUT049,1022.80196
FDB57,OUT019,617.13002
FDR40,OUT046,1121.07404
NCO14,OUT019,149.33893999999998
NCN19,OUT045,2751.4185
FDQ28,OUT019,376.0438400000001
FDO13,OUT018,1819.4316599999997
FDK48,OUT013,1303.3035
FDU07,OUT018,2215.4495
FDW20,OUT046,3068.47246
FDV12,OUT010,137.62086
FDH24,OUT013,2932.64926
FDV59,OUT049,4107.0538799999995
FDK57,OUT045,1726.4194
FDL16,OUT027,1213.0875999999998
NCQ17,OUT046,2503.60774
FDJ15,OUT018,2735.30614
FDX24,OUT049,1030.9247199999998
FDT47,OUT046,1899.0613400000002
FDT10,OUT049,810.0122799999998
FDZ37,OUT018,1211.6228400000002
FDW43,OUT027,6780.64036
DRN36,OUT017,1658.04174
FDJ14,OUT045,1229.7326
FDA32,OUT013,3291.91494
FDJ38,OUT019,430.63944000000004
FDQ57,OUT017,1561.7004800000002
NCQ41,OUT019,388.4943
FDG56,OUT049,903.8900800000001
DRC13,OUT027,2661.60208
FDV55,OUT035,3093.77286
FDQ49,OUT045,2896.0968399999997
FDE29,OUT010,153.33373999999998
FDR03,OUT013,4690.893899999999
FDD45,OUT049,1321.47984
FDN38,OUT010,642.36384
FDT56,OUT046,842.4367400000001
FDT48,OUT045,3258.89126
FDU03,OUT049,3622.7509600000003
FDC56,OUT010,119.84399999999998
NCO43,OUT027,2174.5028
FDQ27,OUT017,1981.4873799999998
FDR03,OUT046,3558.30152
DRH23,OUT010,210.19305999999997
FDG22,OUT045,598.95368
NCJ42,OUT013,1843.4670400000002
FDR24,OUT046,1542.9915
FDW60,OUT035,3661.2342000000003
FDJ08,OUT013,4173.700460000001
DRL59,OUT018,780.5173399999999
FDG60,OUT010,721.7271999999999
FDW27,OUT017,2786.7059
FDX14,OUT018,1128.1315200000001
FDC20,OUT013,556.2759
NCS29,OUT018,4087.81226
FDJ56,OUT046,1390.05724
FDB20,OUT019,185.55846
FDL28,OUT027,7363.4151
FDW01,OUT018,1961.5799600000003
FDL03,OUT046,2448.1466000000005
FDX22,OUT049,3563.89424
FDJ21,OUT035,3069.5377400000007
FDR31,OUT045,1658.97386
FDG21,OUT035,2845.6292000000003
FDS22,OUT027,991.50936
FDK08,OUT035,1353.5714
FDE17,OUT018,2440.8227999999995
NCN30,OUT017,1288.58932
FDT50,OUT046,1235.45848
NCX42,OUT049,3366.01848
FDJ12,OUT035,3928.6194800000003
NCA18,OUT027,2519.3206199999995
FDP23,OUT019,459.33542000000006
FDX12,OUT013,3741.929159999999
FDN40,OUT018,2484.16638
FDV48,OUT035,1683.3421400000002
NCY54,OUT013,2947.69634
FDL16,OUT010,146.47599999999997
FDR45,OUT018,3629.0760600000003
FDJ52,OUT046,2333.69558
DRG01,OUT017,1621.82222
FDP52,OUT013,4332.3606
FDU58,OUT017,3455.1691000000005
FDL02,OUT045,2008.3856999999996
FDG28,OUT013,3839.2025399999998
FDA19,OUT035,2524.31412
FDW46,OUT027,1882.2165999999997
NCD43,OUT049,1329.73576
DRG39,OUT013,1072.67038
NCF55,OUT049,829.05416
FDJ07,OUT046,2078.09496
FDE08,OUT046,2980.32054
FDP56,OUT019,113.78522000000001
FDT45,OUT045,699.02342
FDF17,OUT018,2581.6395
FDX44,OUT046,1442.1893800000003
FDM28,OUT027,5109.08288
FDI36,OUT049,3718.293260000001
FDS07,OUT045,1923.42962
FDD36,OUT045,1238.5877400000002
FDW11,OUT046,867.8702999999999
FDN40,OUT049,2226.4352
NCQ18,OUT049,1510.83336
NCQ54,OUT017,3254.69672
NCS42,OUT045,1475.67912
DRH39,OUT010,158.06092
FDC09,OUT027,3153.7614399999998
FDT08,OUT010,317.85292
FDC08,OUT035,4237.617259999999
FDT20,OUT017,558.87252
FDS35,OUT035,1206.16328
FDX58,OUT018,3088.51304
FDW58,OUT046,1860.97758
DRD27,OUT046,1744.19626
FDH32,OUT019,181.29734
FDS26,OUT035,4447.27768
FDQ31,OUT046,872.6640599999998
FDP11,OUT018,4094.6034200000004
FDD58,OUT017,1945.66734
FDM33,OUT045,3197.7042399999996
FDZ16,OUT049,3322.4085800000003
NCS29,OUT010,593.4941200000001
NCM18,OUT019,94.87650000000001
FDP11,OUT049,2542.29072
NCC42,OUT017,2324.0414799999994
DRM23,OUT046,2337.15774
NCN55,OUT027,3597.4505599999998
FDK46,OUT013,4221.5049
FDR01,OUT046,2873.65938
NCA05,OUT045,1904.65406
NCP43,OUT017,2312.19024
FDR12,OUT010,351.6089800000001
FDQ01,OUT013,4253.995939999999
FDM13,OUT046,2158.1907
FDQ19,OUT017,3646.9195
FDK56,OUT019,496.5536400000001
NCX06,OUT010,497.68549999999993
FDO56,OUT027,2897.09554
FDU45,OUT045,2237.95354
FDI16,OUT019,258.86304000000007
FDL32,OUT046,1945.93366
FDA07,OUT046,1889.67356
FDA14,OUT045,2461.39602
FDV46,OUT027,3010.0817999999995
NCO07,OUT035,3695.722640000001
NCP41,OUT046,1413.89288
FDY60,OUT018,1600.1171399999998
FDN38,OUT017,4329.09818
FDO15,OUT046,1460.23256
FDT60,OUT013,1761.83996
FDA55,OUT035,4703.2112
FDE02,OUT010,109.19120000000001
DRJ39,OUT049,5280.526379999999
FDV34,OUT035,1211.68942
FDS20,OUT027,3001.0935
FDF02,OUT027,3228.53078
FDW40,OUT017,2849.69058
NCB43,OUT046,2830.91502
FDR58,OUT017,1404.0390399999999
DRJ59,OUT035,621.3911400000001
NCD30,OUT017,1215.35132
FDE14,OUT017,1743.99652
FDC28,OUT018,1515.49396
FDU16,OUT018,1017.0094999999999
NCD19,OUT035,862.6104799999999
FDU21,OUT046,606.07774
FDV59,OUT027,4658.66918
FDU03,OUT045,3209.68864
FDC33,OUT010,748.0928799999999
NCR42,OUT035,597.82182
DRH59,OUT035,1184.4582
NCM31,OUT035,1939.6085600000001
FDS50,OUT035,4772.0549200000005
FDP39,OUT046,848.0294599999997
FDQ55,OUT013,2144.07574
FDV36,OUT019,465.66052
FDI05,OUT027,2499.21346
FDS45,OUT027,2425.90888
FDA39,OUT045,738.3722000000001
FDC37,OUT010,207.66302000000005
FDJ60,OUT027,4451.5388
DRQ35,OUT046,1492.7901800000002
NCJ06,OUT046,1994.60364
NCY42,OUT018,2143.47652
DRM37,OUT049,3295.90974
FDR14,OUT045,785.9768999999999
FDE51,OUT049,755.15036
FDT33,OUT017,2766.5321599999997
FDR08,OUT013,1955.9872399999997
FDE36,OUT010,297.34628000000004
FDL22,OUT019,303.20532000000003
FDR44,OUT013,2527.1770599999995
FDI56,OUT019,203.53506000000002
FDE47,OUT010,265.72078
FDV27,OUT010,182.02972
FDV10,OUT049,758.61252
FDC40,OUT045,1586.00218
NCX41,OUT013,2719.7930000000006
NCQ38,OUT027,2054.6588
FDV12,OUT027,3313.0208
FDE52,OUT017,1659.90598
FDG20,OUT027,4242.21128
FDV16,OUT027,1038.58142
FDI32,OUT017,2964.00844
FDJ32,OUT049,907.2856599999999
FDN39,OUT018,1656.1109200000003
FDY34,OUT017,3315.1513600000008
FDC14,OUT035,788.17404
FDA55,OUT017,4530.835580000001
FDZ50,OUT010,457.47118
DRG13,OUT049,2828.05208
FDP01,OUT013,1873.4280400000002
NCG54,OUT017,2918.8671999999997
FDM13,OUT045,1659.70624
NCO18,OUT027,3410.4273399999997
NCW41,OUT013,2613.3315799999996
FDM52,OUT027,3317.2153399999997
NCF55,OUT035,903.0245400000001
FDT09,OUT046,2162.78472
NCM19,OUT035,1646.92288
FDW12,OUT018,1189.85118
FDP15,OUT019,435.4332000000001
FDK36,OUT045,859.28148
FDZ25,OUT035,3143.70786
NCW06,OUT049,2675.0512400000002
FDW60,OUT046,2959.6807400000002
DRC49,OUT013,2849.69058
NCT17,OUT035,2284.16006
NCN06,OUT018,3424.67546
FDC45,OUT013,2529.10788
DRJ47,OUT019,406.67064
NCF06,OUT045,5173.199420000001
FDE21,OUT010,338.62587999999994
DRG27,OUT013,580.64418
FDW40,OUT049,2513.5281600000003
NCO53,OUT046,2986.64564
FDE23,OUT049,813.47444
FDQ16,OUT046,1605.1106399999999
FDS26,OUT045,3297.5076600000007
FDZ13,OUT010,63.51732
FDS14,OUT049,1987.0801
FDC10,OUT045,1620.69036
FDY16,OUT049,4013.642140000001
FDJ20,OUT035,1916.30556
FDV43,OUT035,766.0029
FDZ32,OUT027,2343.2165200000004
FDR23,OUT046,2649.9505799999997
FDN24,OUT035,703.6840199999999
FDE34,OUT027,7131.18406
FDU31,OUT013,2934.77982
FDW33,OUT018,1372.34696
FDU26,OUT046,1481.20526
FDE20,OUT027,5297.17138
NCW05,OUT035,2006.25514
FDB22,OUT018,1682.67634
FDO56,OUT046,1854.6524800000002
FDA19,OUT027,4185.551700000001
DRI39,OUT045,932.25316
FDH52,OUT018,746.0289
FDZ50,OUT035,4680.041359999999
NCN42,OUT035,2976.65864
FDB53,OUT013,3235.85458
DRG11,OUT017,1684.1411
DRK11,OUT027,4110.982099999999
FDQ60,OUT017,1116.5466
FDT36,OUT017,600.15212
DRG25,OUT018,2440.88938
DRJ23,OUT046,3393.0499599999994
FDG05,OUT035,2747.62344
NCK06,OUT018,2355.53382
FDU52,OUT017,2410.72864
FDW07,OUT018,805.2850999999999
NCM17,OUT045,620.59218
FDA22,OUT045,2923.4612199999997
NCA41,OUT018,2842.16704
FDF38,OUT035,446.68521999999996
FDH52,OUT046,1177.00124
FDY58,OUT019,671.1263999999999
FDZ16,OUT045,3926.0894399999997
NCM18,OUT017,1381.46842
FDA22,OUT018,2018.7055999999998
NCJ43,OUT035,3329.13316
FDI34,OUT027,6937.902320000001
FDG56,OUT046,1342.0530600000004
FDS34,OUT046,1433.66714
DRC01,OUT035,740.7025000000001
FDQ04,OUT035,560.6036
FDK04,OUT035,606.5437999999999
FDT51,OUT049,1798.25922
FDV26,OUT017,3064.2113400000003
FDS04,OUT049,1535.60112
FDW43,OUT018,3382.46374
FDQ28,OUT010,259.32910000000004
NCK06,OUT017,2461.7954999999997
FDS23,OUT018,2438.75882
FDZ36,OUT019,484.56924
FDE56,OUT018,791.36988
FDW10,OUT027,5702.7101600000005
NCN14,OUT045,2655.14382
NCQ18,OUT045,1505.3738
FDW08,OUT017,1600.45004
FDU43,OUT035,4753.21278
FDR33,OUT010,215.38630000000003
FDM24,OUT010,371.38324
NCZ05,OUT046,1675.4857
NCV41,OUT035,2030.69
FDV11,OUT018,2582.3053
NCY05,OUT035,715.33552
FDV44,OUT018,3293.97892
FDW32,OUT049,1154.56378
NCU18,OUT027,3964.23978
NCC43,OUT035,5433.127739999999
FDW19,OUT013,1634.2060999999999
FDN31,OUT035,2460.39732
FDI48,OUT045,841.37146
FDS24,OUT017,1186.7885
FDF46,OUT049,2327.70338
DRG23,OUT017,2180.22868
FDG14,OUT018,2508.0020199999994
NCY30,OUT049,2547.0179
FDO28,OUT018,1809.7109799999998
DRD24,OUT035,1777.4862600000001
FDI33,OUT049,1516.0266
FDN32,OUT046,3201.96536
FDR16,OUT045,3495.1170999999995
FDF26,OUT046,1922.43092
NCN29,OUT018,572.9209000000001
FDE20,OUT045,3418.2172000000005
FDA46,OUT046,3006.22016
FDU28,OUT045,2295.3455
FDQ48,OUT045,1818.9656000000002
FDV36,OUT013,2060.71758
FDR14,OUT018,535.56952
FDP23,OUT017,4268.57696
FDP56,OUT013,823.06196
FDK48,OUT010,178.16807999999997
FDR48,OUT046,2347.67738
NCY29,OUT049,880.72024
FDM22,OUT018,903.3574400000001
DRJ01,OUT013,1876.82362
FDZ43,OUT045,4241.4789
FDV03,OUT035,2671.9885600000002
FDX11,OUT027,4985.57698
NCA41,OUT027,5294.04212
FDE38,OUT017,2569.1224599999996
FDI27,OUT018,1046.17154
FDN32,OUT013,4003.65514
NCN43,OUT017,2150.06794
FDB47,OUT027,5908.57552
FDV03,OUT017,2980.7200199999997
NCN30,OUT045,1310.4941400000002
NCV54,OUT010,408.7346199999999
FDV07,OUT013,1129.59628
FDP07,OUT049,1586.00218
FDK48,OUT018,841.37146
FDM15,OUT019,327.64018
FDY19,OUT027,2877.52102
FDK46,OUT046,4357.26152
FDY11,OUT045,975.92964
FDH09,OUT046,591.09724
FDO08,OUT027,3731.67584
FDU14,OUT013,4349.47166
FDD22,OUT027,2971.1990800000003
FDM27,OUT017,1999.1976600000003
FDL02,OUT027,2957.3504399999997
NCA17,OUT035,2335.55982
FDE38,OUT019,591.5633
NCG07,OUT049,2953.3556400000007
DRC27,OUT013,5698.44904
FDA27,OUT035,4398.87402
FDW40,OUT045,1676.6841399999998
DRI11,OUT013,1511.83206
FDN50,OUT046,2247.87396
FDR12,OUT046,3187.8504000000003
FDT34,OUT027,3156.02516
FDW11,OUT035,915.4084200000001
NCO30,OUT027,5340.514959999999
FDZ34,OUT017,3358.9610000000002
FDU45,OUT017,2543.6223200000004
NCD42,OUT035,583.9066
FDX25,OUT045,3005.5543600000005
NCR29,OUT046,984.4518799999998
FDX43,OUT019,660.20728
FDB04,OUT010,139.68483999999998
FDR49,OUT027,1485.46638
FDS39,OUT018,1882.2166000000002
FDW58,OUT045,1746.3933999999997
FDG22,OUT019,75.76804
FDG31,OUT017,947.56656
NCV53,OUT027,6134.94752
DRJ37,OUT035,2690.63096
FDV07,OUT035,1453.4414000000002
FDW52,OUT018,2204.86328
FDT15,OUT045,3523.14728
FDD02,OUT018,2416.25478
FDM16,OUT035,1213.0876
NCE55,OUT046,2905.1517200000008
FDB57,OUT018,2611.6005
FDQ04,OUT013,660.5401800000002
FDQ47,OUT019,114.98366000000001
FDY14,OUT019,386.23058000000003
DRK37,OUT017,3180.12712
FDO25,OUT017,3763.4344999999994
FDL57,OUT046,5562.4261
NCK29,OUT018,2958.2159800000004
FDK46,OUT027,7602.703619999998
NCB43,OUT010,489.363
DRE01,OUT027,6270.837299999999
FDC46,OUT018,1942.8709800000001
FDQ23,OUT045,1704.5145799999998
FDX38,OUT049,836.7774400000001
FDG60,OUT018,4402.6025
FDW55,OUT017,3981.5505800000005
FDP39,OUT013,587.03586
FDB20,OUT018,1010.7509800000001
FDV21,OUT017,2188.2848599999998
FDZ02,OUT013,1470.0864
FDP19,OUT027,2995.1678799999995
FDA38,OUT035,4162.3818599999995
FDH22,OUT045,2487.22906
DRM11,OUT045,4113.046080000001
FDO12,OUT027,2265.7174000000005
FDT14,OUT049,2023.2996200000002
FDW34,OUT010,603.28138
FDG04,OUT027,3502.84038
FDW59,OUT018,1129.1968000000002
FDR33,OUT018,1355.30248
FDP32,OUT013,1829.08576
FDL13,OUT027,4269.5756599999995
FDD22,OUT013,2320.17984
FDV40,OUT027,1854.6524800000002
NCD55,OUT046,419.32084000000003
FDQ20,OUT010,61.12044000000001
FDD28,OUT045,650.22028
FDC39,OUT045,3749.8521800000003
NCR17,OUT049,1802.3871800000002
DRO35,OUT018,1745.9273399999997
FDF40,OUT049,4190.74494
FDR31,OUT018,2668.45982
NCQ41,OUT017,3150.4990200000007
FDP38,OUT046,746.3617999999999
NCU54,OUT027,5390.25022
FDG22,OUT018,426.91096
DRK59,OUT013,2741.83098
FDC37,OUT046,1883.5482
NCO42,OUT013,2389.09014
NCT42,OUT017,1862.64208
FDX27,OUT035,1738.67012
FDV40,OUT018,814.4731400000001
FDT45,OUT027,1955.98724
FDS47,OUT019,266.71948
FDR45,OUT035,5260.219480000001
FDB03,OUT045,4269.708820000001
FDO49,OUT035,1007.15566
FDU60,OUT027,4495.281860000001
FDB26,OUT018,785.44426
FDB46,OUT017,4050.1279799999998
FDQ37,OUT019,344.41834000000006
FDN03,OUT017,3945.4642200000003
NCX30,OUT045,5094.83476
FDK32,OUT019,321.98088
DRM47,OUT013,2633.10584
NCO02,OUT046,1036.51744
FDP04,OUT013,786.2432200000001
NCO43,OUT049,2382.6984600000005
FDD59,OUT013,1037.3829799999999
FDQ10,OUT017,2801.75298
FDW45,OUT035,3201.23298
NCK30,OUT049,4791.96234
FDU31,OUT018,2115.11344
NCQ17,OUT019,296.281
FDN01,OUT017,2430.9023800000004
FDZ19,OUT049,2520.18616
DRG37,OUT017,1971.4338
FDE32,OUT045,487.49875999999995
FDO34,OUT049,3173.9351799999995
FDM04,OUT019,150.4708
FDZ25,OUT049,2617.7924399999997
FDU08,OUT049,1322.5451199999998
NCW30,OUT045,4284.95564
NCM18,OUT013,1256.29802
FDS22,OUT035,542.9599
NCH18,OUT017,2968.8022
FDC23,OUT013,2758.8088799999996
FDY46,OUT013,3627.9441999999995
NCU06,OUT046,5172.4670399999995
FDX57,OUT045,1671.89038
FDX36,OUT027,5432.9945800000005
FDL16,OUT045,844.1012400000002
FDT16,OUT010,808.54752
FDN16,OUT018,1382.13422
FDC03,OUT046,2708.4078200000004
DRF60,OUT013,4565.190860000001
FDS27,OUT027,4686.16672
FDP33,OUT010,609.67306
FDJ36,OUT018,1427.07572
NCR42,OUT013,385.76452
FDV14,OUT017,1519.0227
NCP42,OUT035,3819.4948600000002
FDB50,OUT027,2153.5966799999997
NCC30,OUT027,3433.9300799999996
FDA23,OUT018,1430.1384000000003
FDW16,OUT017,1058.0893599999997
FDQ52,OUT010,452.54426
FDB58,OUT049,2345.4136599999997
NCP29,OUT049,593.6272799999999
NCM05,OUT045,4209.986559999999
FDO25,OUT013,3215.4145199999994
NCM54,OUT046,2036.6822
NCL54,OUT046,2251.5358600000004
FDL39,OUT010,650.61976
FDF53,OUT018,3168.34246
NCQ42,OUT035,2071.23722
FDF58,OUT013,731.18156
FDZ04,OUT035,1048.3020999999999
FDE26,OUT019,319.11794
FDS60,OUT017,3523.28044
FDV58,OUT017,2582.43846
FDM04,OUT045,1006.1569599999999
FDE08,OUT035,3309.0925799999995
NCB43,OUT049,3638.0643599999994
FDU11,OUT010,332.50052
FDF22,OUT019,605.7448400000001
FDE24,OUT013,2318.9148200000004
DRJ49,OUT046,2695.02524
NCQ53,OUT035,6163.51034
NCL41,OUT013,456.53906000000006
FDR22,OUT013,1517.2916200000004
FDH04,OUT035,1217.5484600000002
DRH15,OUT045,793.9664999999999
FDY40,OUT049,743.63202
NCI17,OUT035,1879.28708
NCC18,OUT013,2598.5508200000004
FDY28,OUT027,5295.17398
FDB45,OUT027,2957.8165
NCL30,OUT018,1764.9026399999998
FDM10,OUT017,3899.0579600000005
FDH22,OUT027,3156.2914799999994
NCZ53,OUT017,3154.09434
NCI18,OUT013,2265.4510800000003
FDH14,OUT027,2591.2936
FDR36,OUT027,850.09344
FDW01,OUT045,2219.1779800000004
FDK02,OUT027,3085.1840400000006
FDJ02,OUT018,2199.40372
FDU55,OUT013,5469.28068
NCV18,OUT027,2695.22498
FDH14,OUT018,2202.8658800000003
FDZ37,OUT045,1470.9519400000001
FDX49,OUT049,3765.2987399999997
NCD43,OUT046,1914.30816
FDZ07,OUT013,878.4565200000001
FDK43,OUT035,2572.9841
FDR32,OUT018,3207.75782
FDT39,OUT013,2139.2154
NCV54,OUT017,1660.9712599999998
FDF38,OUT018,327.17412
FDV60,OUT046,2863.53922
FDH44,OUT027,4525.30944
FDS21,OUT046,773.39328
NCL41,OUT045,605.6116800000001
FDM46,OUT017,1628.2139000000002
FDU27,OUT045,960.21676
NCJ54,OUT017,4584.3659
DRG51,OUT018,2914.14002
NCA29,OUT019,505.34220000000005
FDR47,OUT045,2861.54182
NCL19,OUT027,2861.74156
DRG01,OUT049,1411.7623199999998
FDG10,OUT046,812.47574
NCV05,OUT049,2255.13118
NCH18,OUT019,413.59496
FDV14,OUT018,1024.5996200000002
DRJ23,OUT035,3800.1200799999997
DRJ11,OUT046,4187.948579999999
FDZ03,OUT017,3571.6841
FDI27,OUT010,82.82552
FDJ14,OUT018,958.15278
FDU32,OUT017,1763.7042000000001
FDD47,OUT027,3777.9489399999998
DRF36,OUT035,3375.472840000001
FDM21,OUT046,4860.60632
FDV10,OUT018,307.33327999999995
FDH60,OUT018,2679.5121
FDX47,OUT010,486.96611999999993
FDT19,OUT019,435.36662000000007
FDO11,OUT045,4632.23692
FDH24,OUT027,4533.29904
FDL02,OUT018,1217.94794
FDB02,OUT049,2758.60914
FDA43,OUT046,2858.2794
FDG52,OUT045,751.8879400000001
DRC12,OUT013,2797.95792
FDY37,OUT018,1637.60168
NCU18,OUT045,1361.0283599999998
FDU09,OUT035,799.0931599999999
DRJ25,OUT027,1582.73976
DRE12,OUT018,1831.7489600000001
DRL47,OUT017,1907.1841
DRK01,OUT046,1245.7118
FDC22,OUT019,470.8537600000001
FDG44,OUT013,778.2536200000001
FDW04,OUT035,1998.3987000000002
FDK09,OUT049,3225.4680999999996
NCN43,OUT035,2221.9743399999998
FDG04,OUT049,3412.09184
FDH32,OUT010,142.74752
DRI47,OUT017,3042.3065199999996
DRE15,OUT013,981.7221
FDY11,OUT035,1093.31018
FDO60,OUT049,909.0167399999998
FDQ20,OUT018,520.7887600000001
FDO57,OUT027,3886.2745999999997
FDT14,OUT019,285.56162
FDA57,OUT049,822.66248
DRN35,OUT017,677.5846599999999
FDJ03,OUT046,667.5976600000001
FDX28,OUT017,1873.6943600000002
DRE25,OUT045,1470.5524599999999
FDR09,OUT046,4341.016
FDB23,OUT035,4261.58606
FDO08,OUT045,2176.76652
FDQ23,OUT049,1981.48738
FDW04,OUT013,1560.3023
DRK13,OUT010,504.27691999999996
NCL17,OUT027,3062.9463199999996
FDY21,OUT035,3661.9665799999993
FDJ38,OUT027,3987.94226
FDA37,OUT019,226.23884000000004
FDV43,OUT013,736.84086
FDL36,OUT046,1776.7538800000002
FDD53,OUT045,669.66164
FDZ19,OUT010,382.56868
FDV21,OUT045,2183.5576800000003
NCL54,OUT018,2888.30698
DRI47,OUT027,3746.9892400000003
DRG03,OUT049,3330.19844
FDG21,OUT013,2963.4092200000005
FDW03,OUT018,1630.4776200000001
NCI55,OUT046,2518.65482
DRC36,OUT019,344.81782000000004
FDH22,OUT017,2114.31448
FDV20,OUT045,1948.1308000000001
NCU41,OUT027,5075.0605
FDN46,OUT027,2684.9050799999995
FDK50,OUT045,2244.67812
NCA05,OUT027,3309.3589
DRH01,OUT018,2398.47792
FDT08,OUT018,2946.96396
FDM08,OUT018,3561.76368
FDZ07,OUT035,1347.17972
